Sample Name	Protocol REF	Protocol REF	Protocol REF	Assay Name	Raw Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URI]	Protocol REF	Derived Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URI]	Protocol REF	Derived Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URI]	Protocol REF	Derived Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URI]	Factor Value[seed collection location]	Factor Value[strain origin]
Kas-1	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Kas-1_3	28_3.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	28_3.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Kashimir, India	wild type
Kl-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Kl-0_1	29_1.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	29_1.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Koeln, Germany	wild type
Kl-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Kl-0_2	29_2.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	29_2.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Koeln, Germany	wild type
Kl-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Kl-0_3	29_3.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	29_3.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Koeln, Germany	wild type
Kn-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Kn-0_1	30_1.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	30_1.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Kaunas, Lithuania	wild type
Kn-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Kn-0_2	30_2.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	30_2.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Kaunas, Lithuania	wild type
Kn-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Kn-0_3	30_3.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	30_3.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Kaunas, Lithuania	wild type
Laer-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Ler-0_1	31_1.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	31_1.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Landsberg, Germany	wild type
Laer-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Ler-0_2	31_2.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	31_2.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Landsberg, Germany	wild type
Laer-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Ler-0_3	31_3.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	31_3.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Landsberg, Germany	wild type
Lip-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Lip-0_1	32_1.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	32_1.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Lipowiec/Chrzanow, Poland	wild type
Lip-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Lip-0_2	32_2.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	32_2.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Lipowiec/Chrzanow, Poland	wild type
Lip-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Lip-0_3	32_3.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	32_3.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Lipowiec/Chrzanow, Poland	wild type
Lov-5	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Lov-5_1	33_1.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	33_1.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Lovvik, Sweden	wild type
Lov-5	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Lov-5_2	33_2.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	33_2.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Lovvik, Sweden	wild type
Lov-5	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Lov-5_3	33_3.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	33_3.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Lovvik, Sweden	wild type
Lovel-1	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Lovel-1_1	34_1.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	34_1.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Løvel, Denmark	wild type
Lovel-1	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Lovel-1_2	34_2.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	34_2.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Løvel, Denmark	wild type
Lovel-1	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Lovel-1_3	34_3.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	34_3.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Løvel, Denmark	wild type
Lu	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Lu_1	35_1.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	35_1.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Lund, Sweden	wild type
Lu	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Lu_2	35_2.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	35_2.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Lund, Sweden	wild type
Lu	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Lu_3	35_3.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	35_3.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Lund, Sweden	wild type
Mh-1	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Mh-1_1	36_1.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	36_1.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Muehen (OstPr), Poland	wild type
Mh-1	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Mh-1_2	36_2.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	36_2.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Muehen (OstPr), Poland	wild type
Mh-1	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Mh-1_3	36_3.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	36_3.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Muehen (OstPr), Poland	wild type
Mt-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Mt-0_1	37_1.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	37_1.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Martuba/Cyrenaika, Libya	wild type
Mt-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Mt-0_2	37_2.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	37_2.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Martuba/Cyrenaika, Libya	wild type
Mt-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Mt-0_3	37_3.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	37_3.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Martuba/Cyrenaika, Libya	wild type
Nd	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Nd_1	38_1.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	38_1.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Niederzenz, Germany	wild type
Nd	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Nd_2	38_2.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	38_2.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Niederzenz, Germany	wild type
Nd	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Nd_3	38_3.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	38_3.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Niederzenz, Germany	wild type
NFA-8	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	NFA-8_1	39_1.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	39_1.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Ascot (England), UK	wild type
NFA-8	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	NFA-8_2	39_2.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	39_2.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Ascot (England), UK	wild type
NFA-8	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	NFA-8_3	39_3.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	39_3.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Ascot (England), UK	wild type
No-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	No-0_1	40_1.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	40_1.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Nossen, Germany	wild type
No-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	No-0_2	40_2.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	40_2.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Nossen, Germany	wild type
No-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	No-0_3	40_3.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	40_3.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Nossen, Germany	wild type
Nok-1	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Nok-1_1	41_1.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	41_1.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Noordwijk, Netherlands	wild type
Nok-1	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Nok-1_2	41_2.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	41_2.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Noordwijk, Netherlands	wild type
Nok-1	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Nok-1_3	41_3.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	41_3.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Noordwijk, Netherlands	wild type
Nok-2	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Nok-2_1	42_1.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	42_1.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Noordwijk, Netherlands	wild type
Nok-2	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Nok-2_2	42_2.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	42_2.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Noordwijk, Netherlands	wild type
